EDI_Prices_P04_20240422
MIC	Pricefilesymbol	Isin	Currency	PriceDate	Open	High	Low	Close	Mid	Ask	Last	Bid	BidSize	AskSize	TradedVolume	SecID	MktCloseDate	Volflag	Issuername	SectyCD	SecurityDesc	sedol	USCode	PrimaryExchgCD	ExchgCD	TradedValue	TotalTrades	Comment
XSWX	KSB181	CH0413618361	CHF	2024/03/20	0	0	0	94.95	0	0	0	0	0	0	0	5510186	2024/04/22	A	Kantonsspital Baden	BND	1.10% BD REDEEM 23/05/2033 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	LAU18	CH0401956823	CHF	2023/11/20	0	0	0	96.3	0	0	0	0	0	0	0	5427256	2024/04/22	A	Lausanne City	BND	1.10% BD REDEEM 15/03/2038 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PZ550	CH1170565795	CHF	2024/04/17	0	0	0	99.35	0	0	0	0	0	0	0	7399070	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	1.10% CB REDEEM 18/04/2028 CHF 5000 - REG S			CHSSX	CHSSX	0	0	
XSWX	SGD27	CH1189217784	CHF	2024/04/08	0	0	0	99.3	0	0	0	0	0	0	0	7453859	2024/04/22	A	Swissgrid AG	BND	1.10% BD REDEEM 30/06/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	AUT17	CH0373476032	CHF	2024/04/22	98.15	98.15	98.15	98.15	0	0	0	0	0	0	10000	5322526	2024/04/22	A	Autoneum Holding AG	BND	1.125% BD REDEEM 08/12/2025 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BAL14	CH0261399064	CHF	2024/04/18	0	0	0	99.78	0	0	0	0	0	0	0	4390898	2024/04/22	A	Baloise Holding AG	BND	1.125% NT REDEEM 19/12/2024 CHF 5000			CHBND	CHSSX	0	0	
XSWX	BCG171	CH0368697717	CHF	2024/04/12	0	0	0	98.9	0	0	0	0	0	0	0	5158477	2024/04/22	A	Banque Cantonale de Geneve	BND	1.125% BD REDEEM 28/06/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BKW222	CH1179184408	CHF	2024/04/19	0	0	0	98.15	0	0	0	0	0	0	0	7388733	2024/04/22	A	BKW AG	BND	1.125% BD REDEEM 27/04/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BOB18	CH0434678352	CHF	2024/04/22	99.78	99.78	99.64	99.64	0	0	0	0	0	0	35000	5680285	2024/04/22	A	Bobst Group S.A.	BND	1.125% BD REDEEM 27/09/2024 CHF 5000 - Reg S			CHSSX	CHSSX	0	0	
XSWX	CLN19	CH0469273541	CHF	2024/04/22	99.5	99.5	99.5	99.5	0	0	0	0	0	0	80000	5908117	2024/04/22	A	Clariant AG	BND	1.125% BD REDEEM 15/04/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	EGW50	CH0253243353	CHF	2024/01/19	0	0	0	99.95	0	0	0	0	0	0	0	4347935	2024/04/22	A	Emissionszentrale EGW	BND	1.125% BD REDEEM 24/09/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	GIV22	CH1191714703	CHF	2024/04/12	0	0	0	100.15	0	0	0	0	0	0	0	7460984	2024/04/22	A	Givaudan SA	BND	1.125% BD REDEEM 15/06/2026 CHF 5000 - REG S			CHSSX	CHSSX	0	0	
XSWX	DIX175	CH0361532952	CHF	2024/04/17	0	0	0	99.87	0	0	0	0	0	0	0	5158486	2024/04/22	A	Grande Dixence S.A.	BND	1.125% NT REDEEM 04/07/2024 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	HBM21	CH1109638499	CHF	2024/04/22	98.45	98.45	98.45	98.45	0	0	0	0	0	0	5000	6980113	2024/04/22	A	HBM Healthcare Investments AG	BND	1.125% BD REDEEM 12/07/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SO121	CH0199773232	CHF	2024/04/02	0	0	0	99.95	0	0	0	0	0	0	0	3932522	2024/04/22	A	Solothurn Kanton	BND	1.125% BD REDEEM 29/11/2027 CHF 5000			DEFSX	CHSSX	0	0	
XSWX	PB615	CH0284687420	CHF	2023/08/17	0	0	0	95.5	0	0	0	0	0	0	0	4529226	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	1.125% CB REDEEM 19/06/2042 CHF 5000			DEFSX	CHSSX	0	0	
XSWX	PB664	CH0434678402	CHF	2024/04/15	0	0	0	94.5	0	0	0	0	0	0	0	5704588	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	1.125% CB REDEEM 09/10/2048 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB665	CH0438965581	CHF	2024/02/15	0	0	0	94.81	0	0	0	0	0	0	0	5718123	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	1.125% CB REDEEM 18/10/2047 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB717	CH1174335807	CHF	2023/10/11	0	0	0	94.3	0	0	0	0	0	0	0	7382970	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	1.125% CB REDEEM 08/04/2052 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SIK186	CH0425766521	CHF	2024/04/22	100.45	100.45	100.45	100.45	0	0	0	0	0	0	30000	5598515	2024/04/22	A	Sika AG	BND	1.125% BD REDEEM 12/07/2028 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	LUG22	CH1199660007	CHF	2024/02/29	0	0	0	99.45	0	0	0	0	0	0	0	7604660	2024/04/22	A	Lugano Stadt	BND	1.125% BD REDEEM 01/09/2028 CHF 5000 - Reg S			CHSSX	CHSSX	0	0	
XSWX	ZUR15	CH0284950505	CHF	2021/11/08	0	0	0	98.25	0	0	0	0	0	0	0	4536810	2024/04/22	A	Zurich Stadt	BND	1.125% BD REDEEM 26/06/2040 CHF 5000			CHBND	CHSSX	0	0	
XSWX	ZIC23	CH1170565712	CHF	2024/04/22	99	99.05	99	99.05	0	0	0	0	0	0	50000	7370412	2024/04/22	A	Zurich Insurance Company Limited	BND	1.125% NT REDEEM 04/07/2029 CHF 5000 - Reg S			CHSSX	CHSSX	0	0	
XSWX	CMB22	CH1189217735	CHF	2024/04/22	99.45	99.45	99.3	99.3	0	0	0	0	0	0	160000	7445004	2024/04/22	A	Cembra Money Bank AG	BND	1.1833% BD REDEEM 27/11/2025 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BE24	CH1337248970	CHF	2024/04/22	0	0	0	99.55	0	0	0	0	0	0	0	8555610	2024/04/22	A	Canton of Bern	BND	1.20% BD REDEEM 22/04/2039 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BSK221	CH1193213126	CHF	2024/03/13	0	0	0	100.5	0	0	0	0	0	0	0	7762508	2024/04/22	A	Basel City Kanton	BND	1.20% BD REDEEM 22/12/2028 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ZH24	CH1319968447	CHF	2024/03/12	0	0	0	100.75	0	0	0	0	0	0	0	8405685	2024/04/22	A	Zurich Kanton	BND	1.20% BD REDEEM 07/03/2030 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	LAU181	CH0434678436	CHF	2023/11/08	0	0	0	97.85	0	0	0	0	0	0	0	5696855	2024/04/22	A	Lausanne City	BND	1.20% BD REDEEM 26/10/2037 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ZG221	CH1188229772	CHF	2024/04/10	0	0	0	99.5	0	0	0	0	0	0	0	7434830	2024/04/22	A	Zuger Kantonalbank	BND	1.20% BD REDEEM 02/06/2028 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	EGW43	CH0185754162	CHF	2024/04/15	0	0	0	100.55	0	0	0	0	0	0	0	3815506	2024/04/22	A	Emissionszentrale EGW	BND	1.25% BD REDEEM 15/06/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	EGW66	CH1170565738	CHF	2023/08/31	0	0	0	100.9	0	0	0	0	0	0	0	7383041	2024/04/22	A	Emis Fuer Gem Wohnbaut	BND	1.25% BD REDEEM 25/04/2042 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	E121	CH0127181177	CHF	2024/04/22	99.96	100	99.96	100	0	0	0	0	0	0	5113000	3797439	2024/04/22	A	Switzerland	BND	1.25% BD REDEEM 11/06/2024 CHF 1000			CHSSX	CHSSX	0	0	
XSWX	E123	CH0127181193	CHF	2024/04/18	0	0	0	107.2	0	0	0	0	0	0	0	3856080	2024/04/22	A	Switzerland	BND	1.25% BD REDEEM 27/06/2037 CHF 1000 - Accrual 30/360			CHSSX	CHSSX	0	0	
XSWX	E14	CH0224396983	CHF	2024/04/22	100.8	100.8	100.65	100.65	0	0	0	0	0	0	101000	4268101	2024/04/22	A	Switzerland	BND	1.25% NT REDEEM 28/05/2026 CHF 1000			CHSSX	CHSSX	0	0	
XSWX	E279	CH0557778815	CHF	2024/04/22	110.62	110.62	110.62	110.62	0	0	0	0	0	0	100000	8036490	2024/04/22	A	Switzerland	BND	1.25% BD REDEEM 28/06/2043 CHF 1000			CHSSX	CHSSX	0	0	
XSWX	FRK141	CH0244175201	CHF	2024/04/05	0	0	0	99.96	0	0	0	0	0	0	0	4264297	2024/04/22	A	Banque Cantonale de Fribourg	BND	1.25% BD REDEEM 03/06/2024 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	GRK121	CH0186472822	CHF	2024/04/19	0	0	0	99.95	0	0	0	0	0	0	0	3834189	2024/04/22	A	Graubundner Kantonalbank.	BND	1.25% BD REDEEM 14/06/2024 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	HIR21	CH0593641050	CHF	2024/04/22	98	98	97.95	97.95	0	0	0	0	0	0	50000	6785261	2024/04/22	A	Hirslanden Holding AG	BND	1.25% BD REDEEM 25/02/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BE12	CH0143808340	CHF	2024/04/15	0	0	0	100.35	0	0	0	0	0	0	0	3601774	2024/04/22	A	Bern kanton.	BND	1.25% NT REDEEM 30/03/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BE13	CH0204365651	CHF	2024/04/22	100.3	100.3	100.3	100.3	0	0	0	0	0	0	250000	3962655	2024/04/22	A	Bern kanton.	BND	1.25% BD REDEEM 07/02/2028 CHF 5000			DEFSX	CHSSX	0	0	
XSWX	BE141	CH0252510414	CHF	2024/03/21	0	0	0	100.6	0	0	0	0	0	0	0	4335724	2024/04/22	A	Bern kanton.	BND	1.25% BD REDEEM 12/09/2030 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	GE126	CH0194695216	CHF	2024/03/15	0	0	0	100.2	0	0	0	0	0	0	0	3918867	2024/04/22	A	Canton de Geneve	BND	1.25% BD REDEEM 26/10/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	NE12	CH0193395537	CHF	2024/01/23	0	0	0	100.1	0	0	0	0	0	0	0	3897730	2024/04/22	A	Kanton Neuenburg	BND	1.25% BD REDEEM 24/09/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	TI121	CH0181932952	CHF	2024/03/22	0	0	0	100.25	0	0	0	0	0	0	0	3834191	2024/04/22	A	Tessin Kanton	BND	1.25% BD REDEEM 11/06/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ZH122	CH0199543569	CHF	2024/03/20	0	0	0	100.9	0	0	0	0	0	0	0	3931723	2024/04/22	A	Zurich Kanton	BND	1.25% BD REDEEM 03/12/2032 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	KLL14	CH0252703050	CHF	2024/04/22	99.83	99.83	99.83	99.83	0	0	0	0	0	0	100000	4332618	2024/04/22	A	Kraftwerke Linth Limmern	BND	1.25% NT REDEEM 11/09/2024 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	LAU12	CH0185831366	CHF	2024/02/27	0	0	0	99.94	0	0	0	0	0	0	0	3819319	2024/04/22	A	Lausanne City	BND	1.25% BD REDEEM 07/06/2024 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	NDD20	CH0543827205	CHF	2024/04/22	98.9	98.9	98.9	98.9	0	0	0	0	0	0	65000	6401628	2024/04/22	A	Nant de Drance SA	BND	1.25% BD REDEEM 25/06/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB751	CH1310346262	CHF	2024/04/19	0	0	0	99.63	0	0	0	0	0	0	0	8509345	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	1.25% CB REDEEM 28/05/2030 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PZ424	CH0189069732	CHF	2024/04/04	0	0	0	99.94	0	0	0	0	0	0	0	3863648	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	1.25% CB REDEEM 17/07/2024 CHF 5000 - Reg S			CHSSX	CHSSX	0	0	
XSWX	PZ457	CH0259810585	CHF	2024/04/12	0	0	0	99.62	0	0	0	0	0	0	0	4380120	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	1.25% CB REDEEM 16/11/2029 CHF 5000			DEFSX	CHSSX	0	0	
XSWX	SGS18	CH0398633534	CHF	2024/04/09	0	0	0	98.95	0	0	0	0	0	0	0	5696202	2024/04/22	A	SGS AG	BND	1.25% BD REDEEM 27/10/2028 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SGS22	CH1189217990	CHF	2024/04/15	0	0	0	99.75	0	0	0	0	0	0	0	7571147	2024/04/22	A	SGS AG	BND	1.25% BD REDEEM 05/09/2025 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SIG15	CH0282019006	CHF	2024/04/10	0	0	0	99.67	0	0	0	0	0	0	0	4539346	2024/04/22	A	Services Industriels De Geneve	BND	1.25% BD REDEEM 30/06/2025 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SPS19	CH0419040990	CHF	2024/04/19	0	0	0	98.9	0	0	0	0	0	0	0	5875090	2024/04/22	A	Swiss Prime Site AG	BND	1.25% BD REDEEM 02/04/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SEE18	CH0373476974	CHF	2024/04/22	76.5	76.5	74	75	0	0	0	0	0	0	445000	5565903	2024/04/22	A	See-Spital	BND	1.25% BD REDEEM 03/07/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	STG24	CH1331113444	CHF	2024/04/12	0	0	0	100.2	0	0	0	0	0	0	0	8498411	2024/04/22	A	St Gallen Stadt	BND	1.25% BD REDEEM 08/03/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	TGK22	CH1209697551	CHF	2024/04/15	0	0	0	99.6	0	0	0	0	0	0	0	7562214	2024/04/22	A	Thurgauer Kantonalbank	BND	1.25% BD REDEEM 29/08/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	UFL161	CH0310451858	CHF	2024/04/12	0	0	0	99.45	0	0	0	0	0	0	0	4703121	2024/04/22	A	UBS Group AG	BND	1.25% NT REDEEM 23/02/2026 CHF 200000			CHSSX	CHSSX	0	0	
XSWX	ZUR243	CH1310346304	CHF	2024/03/25	0	0	0	100.4	0	0	0	0	0	0	0	8491680	2024/04/22	A	Zurich Stadt	BND	1.25% BD REDEEM 25/03/2033 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BCN22	CH1170565720	CHF	2024/01/03	0	0	0	98.45	0	0	0	0	0	0	0	7383042	2024/04/22	A	Banque Cantonale Neuchateloise	BND	1.30% BD REDEEM 28/04/2032 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	COT21	CH1101096563	CHF	2024/04/22	99.4	99.4	99.4	99.4	0	0	0	0	0	0	25000	6884515	2024/04/22	A	Comet Holding AG	BND	1.30% BD REDEEM 20/04/2026 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	GRK222	CH1189217719	CHF	2024/04/11	0	0	0	99.65	0	0	0	0	0	0	0	7436621	2024/04/22	A	Graubundner Kantonalbank.	BND	1.30% BD REDEEM 27/05/2030 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BS23	CH1265890678	CHF	2023/12/01	0	0	0	100.8	0	0	0	0	0	0	0	8304418	2024/04/22	A	Basel City Kanton	BND	1.30% BD REDEEM 01/12/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	TI241	CH1310346320	CHF	2024/03/15	0	0	0	100.9	0	0	0	0	0	0	0	8460910	2024/04/22	A	Tessin Kanton	BND	1.30% MUNI REDEEM 26/02/2035 CHF 5000 - reg s			CHSSX	CHSSX	0	0	
XSWX	PZ582	CH1306117107	CHF	2024/04/22	100.17	100.17	100.17	100.17	0	0	0	0	0	0	15000	8309487	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	1.30% BD REDEEM 27/12/2028 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ZUR24	CH1306117149	CHF	2024/03/01	0	0	0	100.85	0	0	0	0	0	0	0	8356318	2024/04/22	A	City Of Zug	BND	1.30% BD REDEEM 26/01/2034 CHF 5000			DEFSX	CHSSX	0	0	
XSWX	ZUR241	CH1306117156	CHF	2024/03/19	0	0	0	100.55	0	0	0	0	0	0	0	8356321	2024/04/22	A	City Of Zug	BND	1.30% BD REDEEM 26/01/2047 CHF 5000			DEFSX	CHSSX	0	0	
XSWX	ZUR244	CH1310346312	CHF	2024/04/15	0	0	0	101.3	0	0	0	0	0	0	0	8491673	2024/04/22	A	Zurich Stadt	BND	1.35% BD REDEEM 24/03/2045 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ALL15	CH0273347838	CHF	2024/04/03	0	0	0	99.75	0	0	0	0	0	0	0	4458334	2024/04/22	A	Allreal Holding AG	BND	1.375% BD REDEEM 31/03/2025 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BIEL14	CH0253612763	CHF	2024/03/06	0	0	0	100.15	0	0	0	0	0	0	0	4342201	2024/04/22	A	Stadt Biel	BND	1.375% BD REDEEM 24/09/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BUC141	CH0253613548	CHF	2024/04/05	0	0	0	99.84	0	0	0	0	0	0	0	4339397	2024/04/22	A	Bucher Industries AG	BND	1.375% NT REDEEM 02/10/2024 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	EGW45	CH0208200581	CHF	2023/10/13	0	0	0	101.05	0	0	0	0	0	0	0	3997826	2024/04/22	A	Emissionszentrale EGW	BND	1.375% BD REDEEM 27/03/2028 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	VGV12	CH0199419992	CHF	2024/04/22	101.9	101.9	101.9	101.9	0	0	0	0	0	0	100000	3931680	2024/04/22	A	Genf City	BND	1.375% BD REDEEM 19/11/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	DIX15	CH0262883199	CHF	2024/04/18	0	0	0	99.81	0	0	0	0	0	0	0	4425351	2024/04/22	A	Grande Dixence S.A.	BND	1.375% NT REDEEM 18/02/2025 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	GRK13	CH0206894740	CHF	2024/04/19	0	0	0	99.97	0	0	0	0	0	0	0	3981226	2024/04/22	A	Graubundner Kantonalbank.	BND	1.375% BD REDEEM 11/03/2025 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BL142	CH0252903767	CHF	2024/02/21	0	0	0	101.75	0	0	0	0	0	0	0	4334199	2024/04/22	A	Basellandschaftliche Kantonalbank	BND	1.375% NT REDEEM 29/09/2034 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	GE143	CH0249483667	CHF	2024/03/26	0	0	0	101.3	0	0	0	0	0	0	0	4338287	2024/04/22	A	Canton de Geneve	BND	1.375% BD REDEEM 29/09/2034 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB572	CH0192241278	CHF	2024/04/18	0	0	0	100.43	0	0	0	0	0	0	0	3883794	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	1.375% NT REDEEM 13/08/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB574	CH0194273204	CHF	2024/04/15	0	0	0	100.4	0	0	0	0	0	0	0	3902920	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	1.375% BD REDEEM 20/09/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB591	CH0239840124	CHF	2024/04/22	100.07	100.07	100.07	100.07	0	0	0	0	0	0	10000	4225763	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	1.375% NT REDEEM 14/11/2024 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB599	CH0255678341	CHF	2024/04/03	0	0	0	99.73	0	0	0	0	0	0	0	4354882	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	1.375% CB REDEEM 10/12/2032 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB718	CH1179535013	CHF	2024/03/28	0	0	0	99.95	0	0	0	0	0	0	0	7418273	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	1.375% CB REDEEM 09/04/2032 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PB726	CH1204259738	CHF	2024/03/28	0	0	0	99.92	0	0	0	0	0	0	0	7560165	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	1.375% CB REDEEM 10/06/2032 CHF 5000 - Reg S			CHSSX	CHSSX	0	0	
XSWX	PZ420	CH0181215028	CHF	2024/04/09	0	0	0	100.23	0	0	0	0	0	0	0	3625230	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	1.375% BD REDEEM 19/03/2027 CHF 5000			DEBSE	CHSSX	0	0	
XSWX	PZ429	CH0204567256	CHF	2024/04/04	0	0	0	100.35	0	0	0	0	0	0	0	3965241	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	1.375% CB REDEEM 05/11/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PZ432	CH0210240310	CHF	2024/04/22	100.09	100.09	100.09	100.09	0	0	0	0	0	0	15000	4013269	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	1.375% BD REDEEM 16/04/2025 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SGK12	CH0187043820	CHF	2024/04/15	0	0	0	100.2	0	0	0	0	0	0	0	3854503	2024/04/22	A	St Galler Kantonalbank AG	BND	1.375% BD REDEEM 22/06/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	BSK227	CH1193213100	CHF	2024/03/27	0	0	0	101.3	0	0	0	0	0	0	0	7744849	2024/04/22	A	Basel City Kanton	BND	1.40% BD REDEEM 24/11/2027 CHF 5000 - REG S			CHSSX	CHSSX	0	0	
XSWX	PZ551	CH1170565803	CHF	2024/04/03	0	0	0	100.15	0	0	0	0	0	0	0	7399076	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	1.40% CB REDEEM 30/08/2032 CHF 5000 - REG S			CHSSX	CHSSX	0	0	
XSWX	PZ583	CH1306117115	CHF	2024/04/18	0	0	0	100.25	0	0	0	0	0	0	0	8309490	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	1.40% BD REDEEM 16/01/2032 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PZ590	CH1319968611	CHF	2024/04/17	0	0	0	99.76	0	0	0	0	0	0	0	8537841	2024/04/22	A	Pfandbriefbank Schweiz Hypothekarinstitute	BND	1.40% BD REDEEM 06/11/2034 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PZ591	CH1319968629	CHF	2024/04/22	99.63	99.63	99.63	99.63	0	0	0	0	0	0	100000	8537874	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	1.40% BD REDEEM 15/03/2038 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	RIE21	CH1142231716	CHF	2024/04/22	96.9	96.9	96.9	96.9	0	0	0	0	0	0	30000	7152864	2024/04/22	A	Rieter Holding AG	BND	1.40% BD REDEEM 25/11/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SGK22	CH0522159091	CHF	2024/03/25	0	0	0	100.25	0	0	0	0	0	0	0	7461984	2024/04/22	A	St Galler Kantonalbank AG	BND	1.40% BD REDEEM 21/06/2030 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	SON221	CH1179534941	CHF	2024/04/22	99.6	99.6	99.55	99.55	0	0	0	0	0	0	50000	7384359	2024/04/22	A	Sonova Holding AG	BND	1.40% BD REDEEM 19/02/2032 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ZKB156	CH1189217925	CHF	2024/04/12	0	0	0	100.2	0	0	0	0	0	0	0	7509454	2024/04/22	A	Zuercher Kantonalbank	BND	1.40% BD REDEEM 25/07/2029 CHF 5000			DEFSX	CHSSX	0	0	
XSWX	LUG24	CH1319968462	CHF	2024/04/22	0	0	0	100.7	0	0	0	0	0	0	0	8498403	2024/04/22	A	Lugano Stadt	BND	1.415% BD REDEEM 07/03/2034 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	AKE20	CH0536892828	CHF	2024/04/22	99.05	99.05	98.8	98.8	0	0	0	0	0	0	90000	6445706	2024/04/22	A	AKEB AG Fur Kernenergie-Beteiligungen Luzern	BND	1.45% BD REDEEM 23/07/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	FRK121	CH0185577837	CHF	2024/01/19	0	0	0	100.15	0	0	0	0	0	0	0	3815435	2024/04/22	A	Banque Cantonale de Fribourg	BND	1.45% BD REDEEM 07/06/2027 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	HVG202	CH0521617313	CHF	2024/04/11	0	0	0	91.3	0	0	0	0	0	0	0	6273592	2024/04/22	A	Helvetia Holding AG	BND	FXDFR BD REDEEM 12/08/2040 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	HVG22	CH1194000324	CHF	2024/04/17	0	0	0	100.8	0	0	0	0	0	0	0	7471465	2024/04/22	A	Helvetia Schweizerische Versicherungsgesellschaft AG	BND	1.45% BD REDEEM 25/06/2026 CHF 5000 - REG S			DEMSE	CHSSX	0	0	
XSWX	BE23	CH1265890660	CHF	2024/02/06	0	0	0	101.8	0	0	0	0	0	0	0	8255091	2024/04/22	A	Canton of Bern	BND	1.45% BD REDEEM 31/10/2030 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	NE22	CH1211713172	CHF	2023/10/31	0	0	0	101.5	0	0	0	0	0	0	0	7645006	2024/04/22	A	Neuenburg Kanton	BND	1.45% BD REDEEM 23/09/2030 CHF 5000	BRXNLD4		CHSSX	CHSSX	0	0	
XSWX	TI24	CH1306117180	CHF	2024/04/22	0	0	0	103.2	0	0	0	0	0	0	0	8406449	2024/04/22	A	Tessin Kanton	BND	1.45% MUNI REDEEM 30/01/2054 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ZH22	CH1206367679	CHF	2024/04/15	0	0	0	101.95	0	0	0	0	0	0	0	7742355	2024/04/22	A	Zurich Kanton	BND	1.45% BD REDEEM 14/12/2029 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	ZH23	CH1306117073	CHF	2024/02/27	0	0	0	102.6	0	0	0	0	0	0	0	8304522	2024/04/22	A	Zurich Kanton	BND	1.45% BD REDEEM 01/12/2034 CHF 5000			CHSSX	CHSSX	0	0	
XSWX	PZ552	CH1170565811	CHF	2024/04/17	0	0	0	100.54	0	0	0	0	0	0	0	7399073	2024/04/22	A	Pfandbriefzentrale Der Schweiz. Kantonalbanken	BND	1.45% CB REDEEM 14/03/2042 CHF 5000 - REG S			CHSSX	CHSSX	0	0	
